au	cu	cv	hu	iu	iv	iw	ru	rv	rw	sigma	su	xto	yto	zto	chain	draw
8.266483787488196	0.00013187224015206818	0.008622247182303063	23.01895666468942	8.891622737772604e-05	0.020891154314630653	0.1029791205464887	0.08234947180172539	0.24243570999486114	0.05157919724487831	188.51114464489086	0.11470036032050955	1665.1362697693587	0.3593830033778073	4.08510847959757	1	393
8.358173493307879	0.00037422915111055854	0.011309334276587044	23.028449889449366	7.709249175510181e-05	0.09222646340304097	0.07976891894630245	0.06977509802439508	0.25102118507437526	0.18291301330534804	193.056240628883	0.28636694765310516	1364.6483509380291	11.380248940739543	22.289485196111457	0	3538
8.241929568844922	0.0005058917198336583	0.009213268902043483	23.146504087326928	8.063461568259894e-05	0.0038424503763717067	0.08370731467284599	0.07413943989879544	0.12227892195466025	0.0310887570634823	195.86932504239783	0.14760819868704278	1430.2539167229438	5.50855668953567	13.771144356695185	0	1043
8.392494235198136	0.0011360656397559775	0.04549170296529254	23.03364629316445	6.942868774116661e-05	0.024428760618352967	0.14791109976314504	0.06169436008284935	0.2226746287289972	0.00885659475892476	201.10864447365813	0.18726543638810175	1505.0645721217447	18.085984438545285	11.780354311418273	0	3480
8.150695871835964	0.0024559833628135987	0.14589021455716925	23.09907919412332	7.878159093478323e-05	0.02290757288659639	0.17245333890212167	0.07198323171639409	0.1657115148557287	0.03116951339207406	192.5685290768926	0.3616021683480512	1328.9135269894389	8.678620976186634	13.43351415658967	1	4929
8.358163019249043	0.0013926262038986199	0.02705214037589079	22.961807818182734	6.12730745784093e-05	0.012032076581267096	0.13485182000512363	0.05195773647706844	0.19609144580123086	0.07846995223677847	190.86097840309887	0.17289342032017657	1521.714507405785	13.521662208928419	2.4746730108401795	0	259
8.40803360736275	0.0007297785310260784	0.02915976739322047	22.942549899552727	7.970282148631978e-05	0.13802362890258066	0.05391298919257865	0.07242829004140178	0.055952655060746884	0.09286525571830072	197.55324090981998	0.21584909705327648	1440.0104253774527	18.471468825001033	0.3463745232296763	0	4672
8.200424478393085	0.0003627141180065706	0.08183829198574466	23.042328915722486	7.953480774211648e-05	0.007058059035180646	0.1321596824146356	0.07205651854812216	0.09077286634105053	0.09505747809225822	188.0967259170182	0.26628943298402036	1455.4436012065137	7.637356974264324	8.489518174837253	1	1617
8.40803360736275	0.0007297785310260784	0.02915976739322047	22.942549899552727	7.970282148631978e-05	0.13802362890258066	0.05391298919257865	0.07242829004140178	0.055952655060746884	0.09286525571830072	197.55324090981998	0.21584909705327648	1440.0104253774527	18.471468825001033	0.3463745232296763	0	4671
8.361816570743038	0.0012914365965635815	0.07328192614705244	23.10113679629707	7.494389960029357e-05	0.022390822477573156	0.11057235024429186	0.06694907800996142	0.17478246025931163	0.16602916680334695	195.6906109433296	0.3466501670035192	1494.115575549474	5.7058210363161725	1.2988746240292581	1	3073
8.069710825770409	0.00021652504365357486	0.1071494628445748	23.015628979675707	7.206270539001699e-05	0.010705830240928367	0.1180587853554649	0.06560044394433458	0.14746328092048577	0.012267108982191367	194.5008456364188	0.2025316529189217	1418.9800251744966	7.796371439081221	18.35203772233571	1	3941
8.246829619272496	0.00013705273186397917	0.06277337373886797	23.15717313079468	0.00010911177857514902	0.02713497407081731	0.15830637531619096	0.10123138212536734	0.2595185398012372	0.06020490021344985	194.505269580379	0.15289874501553863	1605.435840372648	18.144749910522265	7.872916940751518	0	2181
8.20880653729426	0.00025905513853686433	0.11045651732126008	22.915588369282425	0.00010824513946402792	0.013840283578079043	0.13142950177051005	0.10066511660142331	0.09587923520828741	0.003111609006256812	197.42853120610448	0.366526574476975	1618.300224049016	10.637720904019314	17.479785668986953	0	2571
8.172942551957448	0.0010608731430119876	0.004754204971888873	23.09240582003201	0.00010498578387832657	0.003538995817106912	0.3297491062934511	0.09898543361537133	0.09893512453028878	0.13831381025033543	195.32551954244744	0.08681826803398243	1577.6679639959061	22.365641371178135	22.440226682517736	1	408
8.019331469083024	0.0002950084064676773	0.10634549018795188	22.984283876832944	7.325977591859654e-05	0.018641844056560067	0.11971113565952263	0.06518978403375733	0.0846060783665421	0.05950311813024383	190.7679316990018	0.08763927603616585	1489.8483861185787	29.45284371916734	16.99133864345276	0	4327
8.180479529161223	0.0001986214948335628	0.04782465719794321	23.114323251956435	7.111288269468269e-05	0.049040197540993535	0.04064984424651624	0.06271794711854622	0.09898793962761428	0.1261233334833997	196.32858054291933	0.24377869070768363	1482.5264858346823	29.625405919992644	17.146560446748502	0	1174
8.331051236505107	0.0011308416015480508	0.004950006762522493	23.02639561629469	5.170129551810501e-05	0.05173148688917376	0.1557983123108638	0.044518648926677395	0.11932656062294908	0.18549032870552298	194.1427289398683	0.2283010119402323	1330.0050080340468	18.943114946843302	7.4638169937872965	0	1673
8.085986878798211	0.0018047404942131003	0.07987280229027692	23.126023763305902	8.964070969518836e-05	0.024768873379721213	0.1803914918082069	0.08157185176814265	0.23130315900189968	0.02036530898695364	191.2674471420869	0.20325773870717823	1731.3428305848217	24.07532723897322	9.695137640971389	1	1332
8.217773447211817	0.00174341984901267	0.043083147796529116	23.083061975687023	9.6204643217727e-05	0.03830297734719559	0.13058369013422916	0.08898197503181712	0.14964066456414526	0.06196280003696726	192.7916459867884	0.0940001304277031	1650.2227389921718	2.654979216886801	6.520294194331881	0	1836
8.269134501181016	0.000926310857106693	0.08027208504726012	22.953131873080725	7.376462494315604e-05	0.03974634181906205	0.25468559985326716	0.06612024824786682	0.24933627886165577	0.035771221778982024	191.6713976220609	0.21730197599470044	1466.1875859079091	11.330551858922503	25.996009566775438	0	1853
