au	cu	cv	hu	iu	iv	iw	ru	rv	rw	sigma	su	xto	yto	zto	chain	draw
1.662685236343094	0.004623526112450022	0.06720700405235598	9.599866587642914	0.0001710009900046284	0.014910571705339881	0.2212468487729663	0.12422944227063197	0.5350744932307117	0.275238652354765	178.1745574082489	0.013900750892738713	1003.9911422902607	27.08471652135611	12.758668023821832	0	2176
1.6479532610755558	0.0044286359034669725	0.01993663112138601	9.60806958475952	0.0002073021667353275	0.015347252502697795	0.20641537210775446	0.15115568377060218	0.5490002444918626	0.12126656567040736	180.5125761834838	0.038601620060762426	913.8684751923553	22.608779655714983	28.385998522755887	0	3223
1.573293947320143	0.001870676155898508	0.07387215379892187	9.638551867401993	0.00020208088561484615	0.025339856982121704	0.13341347632781297	0.14757641841146799	0.7094805370403575	0.07666178875352671	180.13170369909403	0.012038492583242116	956.8981646111931	28.84199442898216	27.33086259329055	1	578
1.5471674338420427	2.8222216813018126e-05	0.07888537794902563	9.540787087252035	0.00016378847870090007	0.031936368868910374	0.07196049913060369	0.12158515313425268	0.7356325404701752	0.011054505516646038	173.36497668242012	0.1747360767687857	918.9159015035026	21.4903379273738	18.038964121841943	1	1407
1.4659916533878854	0.002901305866605624	0.011664139403163331	9.409812102367018	0.00015788880267482208	0.0282384539401175	0.16364513234480998	0.1146808863233105	0.6194067071932688	0.19646727758693583	181.0271004941276	0.09221820585259517	911.4929594772365	24.668036868026004	30.74974970608555	0	2089
1.523650495017914	0.0036490331146415648	0.03399746644036149	9.800399203546982	0.0002301923631691907	0.03200873878478486	0.20887365537610036	0.1694355015487406	0.5613069230993264	0.03303250802305889	180.7581617794912	0.15503774149345953	932.9158350031976	53.00228120331469	25.023224789499185	1	3398
1.4834261655475816	0.0031772107738704315	0.010791902329650589	9.490328117343353	0.00013397519387667772	0.02257609779602679	0.09526748620439975	0.09406201902940504	0.6986479697784963	0.1557254975528437	178.99228462286467	0.1622990424921877	936.4293891951522	54.87084672036956	14.93587279477683	1	1390
1.4547842110504172	0.004052120408999913	0.0061659915046162585	9.373825551995674	0.00022455575955250198	0.030948510006771335	0.20319562099505908	0.16771010871919861	0.6218033594804522	0.02545941234176229	174.98686144277096	0.04283610871637459	913.0990593415517	25.031520910384017	18.281128628712228	0	3781
1.5837260748140947	0.0019514590378771049	0.003788293590073815	9.779595730802312	0.00020373119661328521	0.009183123239036703	0.07414484237851454	0.14918242160167713	0.33154255336898764	0.06516782219773191	175.09994838257745	0.03965944577527689	963.3461383453299	38.87770515373537	22.00398251846636	0	1591
1.6746559747234084	0.003140738023094795	0.021003527489741505	9.525666110670562	0.00015739718112124898	0.03325801055580308	0.1683538065496087	0.114987551177465	0.6982690499977894	0.13390033763354142	183.16054216431786	0.022545427621868938	968.1394529129693	26.288340384678445	21.328168740868012	0	154
1.5686349674543332	0.004457247133920579	0.024112921028423297	9.526114805695517	0.00016057424567167384	0.02806397200904624	0.12518770292758427	0.11591242740996975	0.5370757285595471	0.09627999463263193	178.64642265799307	0.039251520186712865	969.0453922130382	41.0256153930513	25.65451882232569	1	3798
1.6507988090841923	0.0018972870969468688	0.06302041471589966	9.423026817114296	0.00020170516167941567	0.023059236201524544	0.2618084125028845	0.15154509170399397	0.6449628578938432	0.22329604881927237	182.41145644810757	0.09874411949039512	912.0610661428999	34.53999627428745	22.128137238556903	0	4725
1.4377310950805298	0.009429692018375919	0.026058455966561363	9.64020832871797	0.00020995020364272712	0.024414079711731283	0.2467417011798637	0.15514405740259152	0.5645515600248441	0.03992968098110073	178.6648656849132	0.055933606392917314	974.2898764778394	19.75662660842576	21.34919114744284	0	1654
1.5615727892971811	0.0007225948852753963	0.010538202060592493	9.63233921385824	0.00025893799098270214	0.03031905176280482	0.031049891279696307	0.19262010909189684	0.6468365230262668	0.03730151677365004	183.81695509301167	0.026748319844578677	897.6177837195941	25.526637958121125	30.78256970897809	0	2701
1.7247142856162287	0.002785899042174516	0.02636892143007356	9.45606025274438	0.00023683054454965734	0.020729096051326213	0.12965804254269403	0.17206367381023754	0.4920679818779457	0.11541603400985301	178.82654054778354	0.05024986150141906	959.397589307936	40.93906331174247	28.492716664629814	1	2074
1.5583238736773686	0.0013699321850895905	0.03907268112238541	9.65787555984861	0.00022546761495041167	0.026222279544325718	0.06356809600466425	0.1680156374960132	0.509074866179992	0.14527929158226882	181.165042335021	0.16970581672481702	939.7607696447484	31.201064642588513	13.77597267873838	1	567
1.553837951344541	0.00484640746774021	0.022787220316586768	9.408070851056172	0.00025812364233415247	0.026839034213593925	0.17708032338994303	0.19180600169282877	0.5783822177925705	0.059395761458285914	178.43374399152862	0.05128284082913439	1010.491680159739	29.06820274181578	5.316963669712284	0	623
1.590405249486402	0.0021925736519062848	0.04506130115874058	9.571174660675537	0.00025994113559893423	0.019158087030395364	0.22261516003221293	0.1907710432686253	0.579557403495424	0.2859838419699431	181.03422314353978	0.00750854328989065	1030.576678118348	31.733305351965598	24.695461266431657	1	1523
1.3368354533130258	0.000586849534488519	0.008965140729309456	9.534675562745845	0.00019467160760427556	0.024879244102973576	0.15549622714293101	0.14248328393596868	0.5374731397223076	0.19533855524701516	177.61125231199773	0.19683349356253427	927.0412057714648	31.895574711664192	24.454145999711645	1	1095
1.3480929857423536	0.006977929301557761	0.01345513755144199	9.466697638226222	0.00024225057973254746	0.02716214410092527	0.19730471807005173	0.1798931356654064	0.6464767070259154	0.16903456089215793	175.49319629355054	0.0755070818323312	1018.9902670617132	34.929664216912265	13.926623408203177	1	3784
1.6347281856609446	0.001087790279894793	0.03294046360706462	9.583590970097848	0.0002256513935048085	0.017162919989173627	0.1715109992569031	0.1637174514980135	0.646176001536011	0.151950094573478	177.3824703221185	0.044230429905602296	1010.1841191082191	42.59346753829903	37.457880572046484	0	3216
1.535250083670404	0.00013599733073222202	0.07537367524097541	9.433674219414405	0.00024252154791147343	0.016323947997902336	0.09402428385219852	0.17944057699213542	0.5999945437975834	0.19464788909060168	175.50980313587831	0.07493719162274085	951.2684051168823	33.469094984098135	11.221035082307225	1	2982
1.4759509575563499	0.0038219271930357976	0.007545079821908569	9.5525510076097	0.00017220454583631229	0.021882097632146436	0.0909398560963876	0.12540034959118174	0.6667058335371148	0.17736021238678354	180.2600969103793	0.02734596531094946	800.1435521133221	30.685362644739833	11.189411449298259	0	579
1.6329533640109322	0.0003455313652382598	0.006067354390890544	9.534068200973943	0.00016834872081331623	0.019999612083271577	0.023498840711332288	0.12350569444693425	0.789814289849464	0.09897511770134113	177.27231661899833	0.10750642390258201	938.214646879233	34.12008238965323	20.004691070617238	0	2050
1.5093224528454092	0.0006066382745218151	0.08740896247495819	9.565117174945012	0.00015042069865212518	0.01428556165699422	0.12807028141892982	0.10811951097942346	0.5368185595113506	0.05830191522382556	178.24267737922253	0.10510962383060893	897.0706486697609	33.26182924242655	16.16041211667748	0	3543
1.7049222039341103	0.007817027075568724	0.03608360469069163	9.530623516488657	0.0001135475418989971	0.030167886334212298	0.3474166500886348	0.08227710081073747	0.574762343931924	0.14056921981929998	180.17150363869698	0.019336352719331155	904.485162161062	37.32483910386894	13.815101432474117	0	1046
1.57564772901739	0.0018883809657395194	0.009932753153321238	9.604502437643823	0.00017133127864996632	0.020338486796648222	0.11451837229279546	0.1233782960806275	0.668652349844341	0.20158737781049765	186.38612021782998	0.10035981829147837	1048.0248574539858	39.28874514253858	20.923009293185395	1	4827
1.4630466993178164	0.006416954811389235	0.005787874553121871	9.46273474213125	0.00021260141133788347	0.01892180597488526	0.25644429720299794	0.15374671633051476	0.5272373172716837	0.12466407263634925	179.99769150696673	0.05214568261224119	948.2821686801205	35.60800572908689	8.77368374580642	0	3393
1.686840990090161	0.0016435820764762786	0.05226688132698858	9.574551233299843	0.00018458981088598548	0.016749342751292785	0.1631813891835489	0.1341756650255955	0.53081100025869	0.26266123443724687	185.5920887451035	0.0011898179486816984	978.4056123250248	42.747783006571254	14.969998893747238	1	4203
1.6595648986935574	0.0018592973210302646	0.007369249441932264	9.517862961446681	0.0002229881711206279	0.05928736701504124	0.07704666708039602	0.1605074169657616	0.7488445997061256	0.0520851343718185	176.69011179573948	0.0449849726952432	957.943426099685	31.64667374212195	15.384466943020527	0	2559
1.570333772958105	0.0026058960387106305	0.044316425671532024	9.617999847226082	0.00018993885043515717	0.025008620826317426	0.25740124182757146	0.13894354788628427	0.46011425149320223	0.23073155890802802	184.39761477234705	0.07104995263551679	873.9837296776349	39.275714265136784	26.20293868673682	1	4087
